,loss,val_loss
0,0.0275806225836277,0.004553844686597586
1,0.00256172101944685,0.0018419255502521992
2,0.0017270140815526247,0.0016672203782945871
3,0.0016235181828960776,0.0015886151231825352
4,0.00154061708599329,0.0014937681844457984
5,0.001421370659954846,0.0013514693127945065
6,0.0012596744345501065,0.0011736947344616055
7,0.0010874830186367035,0.001013629138469696
8,0.000950210785958916,0.0008983398438431323
9,0.0008526669116690755,0.0008175930706784129
10,0.0007805693312548101,0.0007517558406107128
11,0.0007163588888943195,0.0006888474454171956
12,0.00065796566195786,0.0006334531935863197
13,0.000608548172749579,0.0005907444283366203
14,0.0005673174164257944,0.0005517352255992591
15,0.0005345335812307894,0.0005231704562902451
16,0.0005087292520329356,0.000501068017911166
17,0.00048625245108269155,0.0004791927058249712
18,0.00046738574746996164,0.000465599587187171
19,0.00045159520232118666,0.000445943558588624
20,0.00043740399996750057,0.00043571097194217145
21,0.0004251192440278828,0.0004204792494419962
22,0.0004140282399021089,0.00041220677667297423
23,0.0004042444925289601,0.000400451390305534
24,0.00039516485412605107,0.0003950864775106311
25,0.0003870569635182619,0.00038487903657369316
26,0.0003808265319094062,0.00038004311500117183
27,0.0003726329014170915,0.0003704955452121794
28,0.000365550717106089,0.0003633405140135437
29,0.0003584829973988235,0.00035911405575461686
30,0.00035313371336087584,0.00035407961695455015
31,0.00034761923598125577,0.00034747866448014975
32,0.0003422244044486433,0.00034055279684253037
33,0.00033739081118255854,0.0003386504831723869
34,0.0003326023870613426,0.00033144286135211587
35,0.0003278711228631437,0.0003270480374339968
36,0.00032382344943471253,0.00032157229725271463
37,0.00031885821954347193,0.0003180131607223302
38,0.00031444441992789507,0.00031717060483060777
39,0.0003108636010438204,0.00031219745869748294
40,0.000307141977827996,0.0003090375103056431
41,0.0003040512092411518,0.00030257023172453046
42,0.0002995864488184452,0.00029890876612626016
43,0.00029578086105175316,0.0002977286640089005
44,0.0002920611877925694,0.0002902277046814561
45,0.00028821692103520036,0.0002875067002605647
46,0.0002848532167263329,0.00028443060000427067
47,0.000281266839010641,0.0002822750248014927
48,0.0002784540702123195,0.0002787936246022582
49,0.00027662108186632395,0.0002772723382804543
50,0.0002728631952777505,0.0002713227295316756
51,0.00027017685351893306,0.0002701047924347222
52,0.0002683577477000654,0.0002705122751649469
53,0.0002667281951289624,0.0002642646140884608
54,0.00026433682069182396,0.0002642771869432181
55,0.00026214669924229383,0.00026384141528978944
56,0.00026044994592666626,0.0002608879585750401
57,0.0002590807562228292,0.00026257679564878345
58,0.00025844533229246736,0.0002598458086140454
59,0.00025705547886900604,0.00025611306773498654
60,0.00025501896743662655,0.000254112936090678
61,0.000253726146183908,0.0002540562709327787
62,0.00025325093884021044,0.0002538372064009309
63,0.0002517856191843748,0.00025281900889240205
64,0.00025060356711037457,0.0002505748125258833
65,0.000249703909503296,0.00025033304700627923
66,0.00024991753161884844,0.00025048202951438725
67,0.0002477854723110795,0.0002481350675225258
68,0.00024761553504504263,0.0002494305663276464
69,0.0002477478701621294,0.00025182904209941626
70,0.0002470105537213385,0.000246571988100186
71,0.00024616700829938054,0.00024814167409203947
72,0.0002461240510456264,0.0002477890520822257
73,0.0002447105653118342,0.00024447444593533874
74,0.00024391646729782224,0.0002431629109196365
75,0.00023994073853828013,0.00024184511858038604
76,0.00024012810899876058,0.0002440841490169987
77,0.00023967368179000914,0.00024193365243263543
78,0.00023840137873776257,0.00023888512805569917
79,0.00023727031657472253,0.0002379824290983379
80,0.00023645703913643956,0.00023745726502966136
81,0.00023557311214972287,0.00023668922949582338
82,0.00023512811458203942,0.00023550759942736477
83,0.0002352356823394075,0.0002389501460129395
84,0.00023477082140743732,0.00023904484987724572
85,0.0002344021195312962,0.00023787863028701395
86,0.00023447434068657458,0.00023781396157573909
87,0.0002333701413590461,0.00023842179507482797
88,0.0002332125004613772,0.00023711791436653584
89,0.0002329665148863569,0.00023606074682902545
90,0.00023272426915355027,0.00023538709501735866
91,0.00023203786986414343,0.00023385646636597812
92,0.0002326774992980063,0.00023348393733613193
93,0.00023184659949038178,0.0002322307409485802
94,0.00023162251454778016,0.0002327387046534568
95,0.00023140152916312218,0.00023418839555233717
96,0.00023032829631119967,0.00023460238298866898
97,0.00023026867711450905,0.00023120174591895193
98,0.00022961132344789803,0.00023210511426441371
99,0.0002296346501680091,0.00022954597079660743
